,Unnamed: 0,rating,header,review
1871,1871,Без оценки,Реструктуризация,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Добрый день!<br><br>У меня  действующий ипотечный кредит, который оформляли в отделении г. Челябинска, ул. Сони Кривой, 47а. <br>Буквально два месяца назад банк подтвердил нам реструктуризацию на год. Мы подписали соглашение, согласовали график выплат. Всё прошло без проблем и очень оперативно.<br><br/>Первый уменьшенный платеж прошел нормально. В приложении Россельхозбанка, через которое мы обычно отслеживаем ситуацию с оплатами, после текущего платежа, который должен был состояться 11.12, сняли плановый уменьшенный платеж согласно графика платежей, но после этого сняли всю оставшуюся на карте сумму, а сейчас за нами числиться долг.<br/><br/>В кол центре подтвердили, что долг существуют и пояснили, что в банке иной график платежей, который сильно разнится с тем, который у меня на руках. <br/>Меня соединили с отделом по задолженностям, специалист которого сказала, что у меня задолженностей перед банком на 12.11 нет. И порекомендовала обратиться в отделение, где оформляли ипотечный кредит.<br/><br/>К сожалению, я проживаю в другом городе, лично прийти в отделение не могу. А на звонки и письма специалисты отделения не отвечают.<br/>Большая просьба помочь разобраться в ситуации.
						</br></br></br></br></div>"
1873,1873,Без оценки,Ипотека,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							В 2018 году брала ипотеку в АО «Россельхозбанк» по хорошей процентной ставке, 9,3% годовых, хотя ПАО «Сбербанк», где я являюсь постоянным клиентом, постоянно брала кредиты, имею хорошую кредитную историю, получаю зарплату, предложило мне процентную ставку под 11%. Поэтому выражаю искреннюю признательность главному менеджеру - операционисту АО «Россельхозбанк» (отделение Липецк) Т-вой Анастасии А., которая помогла мне в решении моей проблемы. В частности, благодарю за грамотную консультацию по ипотеке и последующее обслуживание в банке! Спасибо, Анастасия А., за Ваш профессионализм в работе, за неравнодушное отношение к клиенту, за Ваш труд, отзывчивость и терпение! Успехов в работе Вам, карьерных высот!
						</div>"
1878,1878,Без оценки,Банк работает просто отвратительно халатно и медлено!,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Имею в банке пенсионную карту!<br><br>В ноябре месяце судебным приставом был наложен арест на пенсионную карту!10.11.2019 Предоставила в отделение банка На площадь Плеханова дом 4 постановление о снятие ареста.Именно 10.12.2019.В банке документ приняли сказали не переживать я пояснила что 11.12.2019 придет пенсия.Сказали все будете хорошо мы сейчас все отправим даже если арест не успеют снять то ваши деньги не спишутся не куда.<br><br>11.12.2019 Поступила пенсия арест так и не снят и по сей день а именно уже 12.Число и более того уже списалась часть суммы!!!!Как же так если я 10.числа предоставила постановление об отмене взыскания и разблокировки.И по сей день арест так и не снят.Как я поняла в банке с этим беда с документо оборотом и взаимодействия с приставами.Прошу разобраться по какой причине вы не снимайте арест.И почему 10 числа вам все предоставили постановление но сумма уже списалась приставам!Я не знаю это не банк а просто ужас я уже пожалела что перевела пенсию в этот. Банк!!!
						</br></br></br></br></div>"
1884,1884,Без оценки,Рефинансирование ипотеки,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-test=""responses-message"">
							Добрый день. Я уже не знаю где уточнить по срокам. Одобрено рефинансирование ипотеки, проведена оценка, 3 декабря сданы все документы. Сегодня 12 декабря и тишина. Сколько необходимо времени, чтобы рассмотреть готовые документы?
						</div>"
1885,1885,Без оценки,Обращение,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Я, Я-ва Ольга,клиент АО«Россельхозбанк». Уважаемые представители АО«РОССЕЛЬХОЗБАНК». Я отправила заявление на спорную операцию в АО «РОССЕЛЬХОЗБАНК». Карта № **** **** **** 4379.  Банк принял мое<br>обращение в  работу. <br><br>В итоге АО «РОССЕЛЬХОЗБАНК» отказал в инициации процедуры Chargeback,тем самым нарушил мои права как клиента, а также не уведомил меня об отказе со стороны банка-эквайера. На мою просьбу выслать мне отказ в письменной форме сотрудник АО«РОССЕЛЬХОЗБАНК» мне ничего предоставить<br/>не смог. <br/><br/>АО«РОССЕЛЬХОЗБАНК» нарушил:  <strong>Регламент   МПС </strong><strong>Visa</strong><strong> </strong><a href=""https://usa.visa.com/dam/VCOM/download/about-visa/visa-rules"" target=""_blank"">https://usa.visa.com/dam/VCOM/download/about-visa/visa-rules-public.pdf</a> <strong>разделом,   </strong><strong>Cardholder</strong><strong> </strong><strong>Disputes</strong><strong> </strong><strong>and</strong><strong> </strong><strong>Chargebacks</strong>,   где описаны стадии опротестования операции. Где прописано, что я имею право подать заявление Chargeback   не позднее 540 дней с момента операции.<br/><br/>2. АО«РОССЕЛЬХОЗБАНК» проигнорировал и нарушил ФЗ №161<strong>Федеральныйзакон</strong><strong>от27.06.2011 №161-ФЗ «О национальной платежной системе»:</strong>3.<strong>А также АО «РОССЕЛЬХОЗБАНК» проигнорировал<br/>Письмо от  ЦБ 112Т. </strong><strong>ЦЕНТРАЛЬНЫЙБАНК РОССИЙСКОЙ ФЕДЕРАЦИИ ПИСЬМО от 1 августа 2011 г. N 112-Т </strong><strong>ОВОЗВРАТЕ ДЕНЕЖНЫХ СРЕДСТВ ЗА ТОВАР (УСЛУГУ), РАНЕЕ ОПЛАЧЕННЫЙ С ИСПОЛЬЗОВАНИЕМ ПЛАТЕЖНОЙ КАРТЫ</strong><br/><br/>Я стала жертвой компаний <a href=""http://fxgtrade.com/"" target=""_blank"">fxgtrade.com[/url www.cryptobitup.biz</a>,<a href=""https://dax100.org/"" target=""_blank"">dax100.org</a><strong>.</strong>АО«РОССЕЛЬХОЗБАНК» уже делал возвратный платеж от этих компаний на основании невыполненных услуг. Я являюсь клиентом АО «РОССЕЛЬХОЗБАНК» давно и прошу ,что бы банк соблюдал мои права. Считаю<br/>действия сотрудников банка ответственных за решение моего вопроса недопустимыми.<br/><br/>В связи с вышесказанным прошу Вас, уважаемый АО «РОССЕЛЬХОЗБАНК», дать указания соответствующим структурам Вашего ведомства рассмотреть мое обращение и принять соответствующие меры.Также прошу инициировать процедуру Чарджбэк и передать мое заявление в банк-эквайер. Довожу до вашего сведения, что в случае неудовлетворения настоящего заявления в течение 60 дней с момента его направления к вам, я намерена:<br/><br/>Написать   досудебную претензию на имя Президента, Председателя Правления АО   «РОССЕЛЬХОЗБАНК»;      <br/>Подать   жалобу в ЦБ   РФ   и Ассоциацию   российских банков и финансовому омбудсмену, где соответственно последуют штрафы в вашу сторону;<br/>Подать   жалобу в Федеральную   службу по надзору в сфере защиты прав потребителей;      <br/>Обратиться   с жалобой в МПС   Visa  о вашем не соблюдении правил;  <br/>Обратиться   за помощью к юристам Общероссийской общественной организации потребителей ""Союз защиты прав потребителей финансовых услуг"" ( ФинПотребСоюз );    <br/>Обратиться   в региональные и федеральные СМИ,   в том числе и в сети Интернет, придав моему вопросу общественный характер.
						</br></br></br></div>"
1887,1887,Без оценки,Арест денежных средств,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Здравствуйте, Россельхоз банк очень долго реагирует на списание денежных средств (арест счета) судебных приставов. Арест денежных средств был произведён 21.11.19 года, когда 12.11.19 судебные приставы уже сняли с меня этот долг, который был погашен через другой банк, и по сей день 10.12.2019 года висит на карте этот долг, а мне нужно заплатить кредит! Какой же долгий документооборот в этом банке. Как будто живём в каменном веке, когда в других банках все снимают в течении 3х рабочих дней! Просьба решить этот вопрос, так как я не знаю как теперь заплатить кредит!
						</div>"
1888,1888,Без оценки,Электронный документооборот отсутствует,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Между Россельхозбанком и службой судебных приставов заключен договор об электронном документообороте.  в части подачи сведений  о счетах он работает. в части наложения ареста работает. а вот в части снятия взыскания и разблокировки счетов нет. <br><br>мое исполнительное производство было окончено  27 ноября.  с 27 ноября я вела переписку, телефонные переговоры с различными представителями банка.  в том числе и здесь на сайте Банки.ру.   ответ был один ""обращайтесь к приставам, информации о снятии ареста со счетов у нас нет"".<br/>я ждала до 9 декабря.  и лишь 9 декабря сотрудник отдела по работе с взысканиями (спасибо ему громадное) мне  сообщил, то электронно в Россельхозбанке  со счетов арест не снимается. нужен исключительно бумажный носитель.  <br/><br/>10 часов дороги в Санкт Петербург и обратно. еще одна встреча с приставом.  взяла на бумаге. <br/>привезла. Мне еще повезло, что пристав не на Сахалине. <br/><br/>21 век. Банк первой 20-ки. электронный документооборот? не, не слышали. хочу вернуть выставленные мне %, тк Банк искусственно затягивал решение вопроса о снятии  ареста. и вернуть мою кредитную историю в первоначальное кристально чистое состояние.
						</br></br></div>"
1902,1902,Без оценки,"Внимание, обман","<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Я являюсь Клиентом, обратилась в отделение, что-бы снять со счета деньги, но выяснилось, что договор уже скоро истекает и его необходимо переоформить, во время оформления нового договора сотрудник банка убедил меня часть вклада разместить на 5лет под 13% годовых, я согласилась на размещение 50000 руб. и каждый год вносить такую сумму, в итоге ДОГОВОР СТРАХОВАНИЯ ЖИЗНИ С ООО""Альфа Страхования-Жизнь"" для меня это стало открытие, когда захотела снять деньги. <br/><br/>Офиса этой страховой в Санкт-Петербурге нет, только в Москве и оператор на телефоне, деньги при расторжении договора не возвращают, если я не внесу каждый год по 50000,то договор автоматически прекращается и деньги не возвращаются Я ТЕРЯЮ ДЕНЬГИ В ЛЮБОМ СЛУЧАЕ. Прочитала отзывы о страховой, капец ТЫСЯЧИ ПОСТРАДАВШИХ ПО РОССИИ, оператор и НАЧИСЛЕНИЯ ПРОЦЕНТОВ ОПРОВЕРГ, будет внимательны и желательно ОБХОДИТЕ СТОРОНОЙ РОССЕЛЬХОЗБАНК
						</div>"
1905,1905,Без оценки,Где деньги?,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							2.12.19 В личном кабинете МТС оплачивал счет мобильного телефона. Во время оплаты, после ввода 3D кода появилось окно о том, что оплата не прошла. Деньги на счет не поступили, но со счета карты списаны.<br><br>Дождавшись обработки транзакции  (4.12.19) я обратился в офис МТС, где составил обращение о том, что деньги были списаны, но на счет телефона не поступили. Спустя двое суток сотрудники МТС мне ответили, что деньги на счет оператора от банка не поступали и сказали дальнейшее поиски денег вести в банке. <br/><br/>7.12.19 обратился со своей проблемой в офис Россельхозбанка. Сотрудник мне сказал, что мне следует обратиться в офис МТС так как от банка деньги ушли к оператору. Я ответил, что у оператора я уже был, деньги к ним не приходили и они отправили меня решать данный вопрос в банк. Тогда сотрудник банка сказал, что ничего сделать не может и посоветовал позвонить на горячую линию. <br/><br/>После долгих ожиданий ответа оператора мне удалось с ним связаться. Оператор посоветовал мне обратиться в офис, на что я ответил, что уже нахожусь в офисе и сотрудник офиса сказал звонить на горячую линию. Тогда оператор сказал, чтобы я составил обращение со своей проблемой и оставил его в офисе. Обращение мной было написано (в свободной форме) и отдано сотруднику банка, который сообщил, что его рассмотрят в течении 30 дней. Можно ли как то более оперативно разобраться со сложившейся ситуацией и вернуть деньги на счет карты?
						</br></br></div>"
1906,1906,Без оценки,Завышенная ставка,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-test=""responses-message"">
							Здравствуйте!оформил онлайн заявку в этот банк 09.12, перезвонил менеджер проконсульнитровал по кредиту, я просил 350 тр на 5 лет, чётко был проговорен %8.5 и сумма платежа, больше о каких либо дополнительных услугах или увеличения %сказано не было. Он предложил подойти в банк. В банке %ставка была увеличина до 11.9%+ навязывалась страховка жизни в 70тр. Что меня не устраивает. Просто потеря времени и разочарование((((
						</div>"
1908,1908,Без оценки,Очень неудобный операционный офис,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Являюсь клиентом банка больше трех лет. В целом меня устраивает и обслуживание, и условия вкладов, персонал грамотный и вежливый. Но есть претензия по поводу самого операционного офиса на проспекте 9 пятилетки в Чебоксарах. Это просто дикий кошмар и стыдобища, что один из крупнейших российских банков имеет офис в таких условиях. Это,  простите просто колхоз и убожество! Сам офис расположен прямо напротив входной двери и вся толпа клиентов толчется на пятачке в 5-6 квадратных метров. Тут же рядом продают трусы, лифчики, подушки, какие-то запчасти, другие покупатели магазина ходят и толкают очередь вкладчиков и кредиторов. Нет ни стульев, ни скамеек, ни столиков. Тут же, прямо на проходе(!!!!) располагается окно кассира, и все посетители магазина (а их обычно немало) созерцают, как выдают деньги. Никакого отдельного кабинета (как в другом банке), ни какой-либо хотя бы жалкой ширмочки, ничего - глядите люди добрые, какую сумму мне выдают и завидуйте.<br/><br/>Ну нет у вас (у банка) денег (хотя слабо верится) снять отдельное помещение, ну хотя бы окно выдачи и приема денег можно переместить в какой-то отдельный закуток, а не на проходе и на виду изумленной публики. Причем в этом же магазине у администрации есть отдельные помещения в части магазина, где не толчется толпа левого народа. Мне вот например в ближайшее время нужно снять некую сумму и, честное слово, просто страшно идти в этот офис, потому что мало того, что толпа просто зевак покупателей магазина наблюдает процесс выдачи денег в кассе, но и тут же, в порядке живой очереди стоят и в затылок дышат другие вкладчики и наблюдают, как ""счастливчик"" пересчитывает купюры. И все это абсолютно на виду у всего магазина!!! Либо мне чтобы снять сумму надо тащиться в центральный офис через весь город, что тоже очень неудобно. Хотя и там касса, насколько я помню, такая же открытая всем взорам, но там она по крайней мере где-то в стороне зала и ходят там посетители банка.<br/><br/>Уважаемый Россельхозбанк, операционный офис - это ваше лицо, по которому судят о всей организации. Так вот - офис на просп. 9 пятилетки - это убогий совок и прошлый век, такой офис можно простить какой нибудь микрозаймовой шараге, но не крупнейшему российскому банку.
						</div>"
1909,1909,Без оценки,Нет обещанного кэшбэка,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-test=""responses-message"">
							Когда пошли слухи, что акция по карте МИР-JCB ВОРД может завершиться заранее я 1 декабря позвонил с этим вопросом на горячую линию. Сотрудница меня убедила, что акция будет до 31 декабря. Так как на сайте висела такая же информация я решил купить телефон на алиэкпресс. Сегодня уже 10 декабря, но кэшбэка до сих пор нет. Оценку пока не ставлю. Надеюсь скидка 25% придет. Если бы мне по телефону сказали, что акция закончилась, я бы покупку не делал.
						</div>"
1911,1911,Без оценки,Вопросы по акции JCB,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Здравствуйте!<br><br>Не буду оригинальным, но тоже остались вопросы по акции 25% кешбека по кобейджинговым картам МИР-JCB Россельхозбанка. Акция была заявлена до 31 декабря 2019 года. Да, банк заранее прописал возможность остановить акцию в любой момент, в этом плане претензий нет. <br><br>По факту выглядело это так:<br/>В субботу 30 ноября на сайте банка страница с акцией была отредактирована:<br/>было - срок проведения акции до 31 декабря, <br/>стало - срок проведения акции до 01 декабря<br/>(в документах при этом все осталось по-прежнему).<br/><br/>В понедельник, 02 декабря, страница с акцией стала совсем недоступна. В КЦ банка ответить о точных сроках акции не смогли. В соцсети Вконтакте на странице JCB появилась информация от банка, что за все покупки до 30 ноября включительно будет начислен кешбек.<br/><br/>Вчера пришел кешбек. Лично мне он пришел не полностью. С одной транзакцией на 139$ произошла странность. У меня сохранилась SMS от банка от 30/11/2019 16:50:22 о том, что с карты списана сумма 139$ А в выписке по карте эта транзакция числится почему-то как авторизованная 01/12/2019.<br/>В результате за данную покупку кешбек не был начислен. По остальным покупкам, совершенным до 30/11/2019 все пришло правильно.<br/><br/>Собственно, вопросы:<br/>1. Каким образом авторизация от 30/11/2019 вдруг превратилась в 01/12/2019?<br/>2.  Почему банком принято решение выплачивать кешбек по покупкам до 30/11/2019, хотя в измененных условиях акции фигурировало окончание 01/12/2019?<br/><br/>В связи с вышеизложенными причинами может ли банк произвести доначисление кешбека по данной конкретной операции? На данный момент без оценки, т.к. в целом банк свои обязательства по акции выполнил, но вот завершить акцию достойно не смог. Возможно, это техническая ошибка и банк сможет ее исправить в ручном режиме?<br/><br/>Заранее благодарю за ответ.
						</br></br></br></br></div>"
1919,1919,Без оценки,"Навязали страховку при оформлении ""пенсионного"" кредита","<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							1) Моя тёща пришла  06.12.19 около 10:30 в отделение г. Щучье, Курганской области (отделение относится к Челябинску) для оформления ""пенсионного"" кредита, ей было озвучено что кредит под 10.9% и что ей как пенсионеру без страховки кредит не одобрят, поэтому обязательно нужно взять страховку, стоимость которой составляет 19000 руб., при сумме кредита 120000 руб. На руки выдали 101000, страховку включили в стоимость кредита, за которую необходимо уплачивать проценты. Для пенсионера данный расклад является большой дополнительной нагрузкой, при столь незначительной сумме кредита. Непонятно чем руководствовался сотрудник банка, когда навязывал страховку пенсионеру, которая по сути является не обязательной, к тому же Закон ""О защите прав потребителей"" запрещает обусловливать приобретение одних товаров или услуг приобретением других.<br/><br/>2) 07.12.19 в 14:19 позвонили на горячую линию Россельхозбанка, девушка не смогла ответить ни на один вопрос и отправила в любое отделение.<br/><br/>3) 09.12.19 пришли в отделение в Челябинске, сотрудник банка сообщил о том, что пакет документов не полный, а именно отсутствует договор страхования, заявление на подключение к интернет банку (оно было подключено, карту не выдали, списали 200 руб. за обслуживание карты), не подписано соглашение сотрудником банка, есть подпись только на последней странице где печать, первая страница искажает информацию о сумме и % кредита. Получается что при выдаче кредита выдали только соглашение с кучей ошибок и РКО на получение денег. Так же сотрудник банка сообщил о том, что не может посмотреть часть данных о состоянии кредита, так как они не были занесены в базу. Далее сообщил что мы можем отказаться от страховки, но политика банка такова: вы получите увеличение процентов в соответствии с соглашением, но сумму страховки вам никто не вернёт, только через суд, несмотря на то, что действует период охлаждения.<br/>В случае отказа банком буду вынужден обратиться в суд за защитой нарушенных прав. Кроме возврата денежных средств по страховке, в суд также будут заявлены исковые требования о взыскании со стороны банка компенсации морального вреда, всех судебных расходов и в соответствии с ч. 6 ст. 13 Закона ""О защите прав потребителей"" штрафом за несоблюдение в добровольном порядке прав потребителя.
						</div>"
1920,1920,Без оценки,Запрет фото - и видеосъёмки в отделении,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							В операционном офисе №3349/6/11 во Владикавказе висит табличка с запретом на фото- и видеосъёмку со ссылкой на законодательные нормы, в частности на этой табличке упоминаются ст. 23 Конституции РФ, ст. 857 ГК РФ и ст. 26 ФЗ «О банках и банковской деятельности».Получается, что операционисты Россельхозбанка занимаются в этом отделении частной жизнью. Возможно, что где-нибудь в подсобках отделения находятся кровати, где сотрудники отделения обустраивают свои личные отношения или кухня, где они готовят борщ?<br/><br/>Как Россельхозбанк доверил банковскую тайну частным лицам, которые запрещают другим пользоваться законными средствами получения информации (ст. 29 Конституции РФ). Хорошо, что эти частные лица не выкалывают глаза посетителям отделения, чтобы сохранить банковскую тайну и свою частную жизнь. А если серьёзно, запрет на фото- и видеосъёмку в отделении показывает правовую безграмотность и некомпетентность сотрудников банка.
						</div>"
1923,1923,Без оценки,Такого еще не видел !,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Обратился в Дополнительный офис  пл. Ленина 4 в г. Воронеже.<br>Вопрос простейший - открытие вклада на третье лицо.<br>Задал вопросы  Г Л А В Н О М У  специалисту: <br><br>1.Какие документы нужны для открытия вклада на третье лицо на несовершеннолетнего ребенка и взрослого человека?<br/>2. Покрывается ли вклад страховым возмещением АСВ ?<br/>3. Правила пользования таким вкладом.<br/>В течение почти 20 минут Г Л А В Н Ы Й специалист судорожно искала ответ в интернете, нормативных документах банка, спрашивала у  коллег.<br/><br/>Получил ответ : коллектив наш молодой и никто не знает ответы на эти вопросы. Может кто более квалифицированный из этого банка даст ответы? А пока сложилось впечатление ,что обратился в детский сад, а не к людям ,работающим с деньгами,в банке.
						</br></br></br></br></div>"
1928,1928,Без оценки,Прошу снижение % ставки по действующему договору,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Добрый день! <br>Меня зовут Ольга, являюсь клиентом вашего банка с 2016г. <br><br>Первый ипотечный кредит оформлен в 2016г. объект частный дом+ земельный участок, % ставка с учетом выполнения всех требований оформления залога и страхования 15,5%, срок 15 лет. <br><br/>Спустя время увидела рекламу в банке о возможности рефинансирования ипотечного кредита, обратилась к менеджеру банка, все вопросы выяснили, собрали все документы, оформили рефинансирование, теперь ставка по договору с учетом выполнения условий залога и страхования 12%, платить по договору осталось еще 11 лет.<br/><br/>В настоящее время предложений по рефинансированию объекта дом+земельный участок с более выгодной ставко нет, предлагают 11,5% но с учетом затрат на оценку и переоформление, выгода не существенная.<br/>В настоящее время на сайте Россельхозбанка, есть предложение по потребительским кредитам от 7,5% годовых.<br/><br/>В сторонних банках также есть привлекательные предложения как на потребительские кредиты, так и на рефинансирование действующей ипотеки.<br/><br/>Со своей стороны хочу отметить, что условия выплаты по договору провожу своевременно и без задержек. С большим уважением отношусь к Россельхозбанку и желаю оставаться вашим клиентом.<br/><br/>Прошу рассмотреть снижение ставки по действующему кредитному договору до 7,5 %.  Такую ставку вы предлагаете вашим надежным клиентам.
						</br></br></br></br></div>"
1935,1935,Без оценки,Откуда у мошенников закрытая информация?,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Получил вот такое письмецо на почту указанную на банки.ру <br>Уважаемый пользователь портала Banki.ru!<br><br>РоссельхозБанк направляет Вам запрос на уточнение данных, так как в скрытой части отзыва указана не вся информация.<br><br/>Суть обращения: проверка и снятие ограничений на открытие брокерского счета.<br/>______________________<br/><br/>Здравствуйте!<br/><br/>Для проведения проверки по Вашему отзыву отправьте ответственному подразделению РоссельхозБанка следующую информацию:<br/><br/>1) Номер карты РоссельхозБанка (16-18 цифр);<br/>2) Срок окончания использования договора карты в формате 00/00 (как на карте);<br/>3) Номер отзыва - 10327525;<br/>4) Текущий баланс карты (доступный остаток) на момент регистрации отзыва<br/><br/>на электронную почту: <a href=""https://e.mail.ru/compose?To=support%2dclient@Ro.ru"" target=""_blank"">support-client@Ro.ru</a><br/><br/>В теме письма укажите ""К отзыву 10327525"".<br/><br/>С уважением, РоссельхозБанк.<br/>_______________________<br/><br/>Портал Банки.ру<br/>Вот интересно, где эти писатели взяли адресок?
						</br></br></br></br></div>"
1942,1942,Без оценки,Жалоба,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Добрый вечер , меня зовут Сергей , являюсь клиентом банка ( ипотека) , пришло смс у ведомление (Сергей Александрович! АО &lt;РСХБ&gt; напоминает о необходимости продления Договора страхования по 1706131/0161 от 27.11.2017. Успейте оформить страхование без сбора документов в Офисе Банка до повышения % ставки по КД с 28.11.2019). Я вспомнил что надо продлить годовую страховку. Пришёл в банк обратился к менеджеру (Артём) на что получил ответ , что нужно прийти через неделю 19.11. 2019. Я был удивлён , но ушёл . Пришёл 19 числа , была девушка , не чего внятного не сказала, но сказала прийти 26.11.2019. Мне пришло ещё смс (Сергей Александрович! АО &lt;РСХБ&gt; напоминает о необходимости продления Договора страхования по 1706131/0161 от 27.11.2017. Успейте оформить страхование без сбора документов в Офисе Банка до повышения % ставки по КД с 20.11.2019) . В итоге позвонили со Ставрополя со страховой , сказали прийти подписать новый договор и оплатить сумму . Я пришёл Артём распечатал страховку, я подписал , оплатил. Договор подписан вовремя , но мне подняли процент по ипотеке . Прошу разобраться и понизить процент. В итоге приезжал 3 раза в банк или 4 , потерял много время, оплатил годовую страховку и подняли процент !!! Прошу разобраться и мне ответить звонком .
						</div>"
1954,1954,Без оценки,Ужасный банк,"<div class=""responses__item__message markup-inside-small markup-inside-small--bullet"" data-full="""">
							Если в вашем населённом пункте нет альтернативы и вам приходится пользоваться услугами этого банка ,то я вам искренне сочувствую. <br> <br>Чтобы попасть на консультацию на приём к окошку придётся пройти 7 дантевских кругов ада. В моём ближайшем отделении банка (Ульяновск, проспект Авиастроителей,23) работники ,чтобы отдохнуть набирают в терминале квитки с обращениями граждан по разным вопросам и занимаются своими делами. Однажды сидел и находился в шоке, когда электронное оповещение приглашало граждан подойти к тому или иному окошку и никто не подходил и работники банка занимались своими делами. <br/><br/>Захотел с дуру зарегистрировать в этом отделении свои биометрические данные ,но всё происходило в тесном помещении и из-за проходящих за моей спиной остальных граждан и гула голосов система тормозила и сейчас я не уверен что такая процедура должна проводится в общем помещении. <br/><br/>Банк живёт в своим представлением о времени. Если у вас срок вклада заканчивается в выходные даже если в мобильном приложении указано произошла пролонгация, то не спешите закрывать его потому что, банковскому календарю вы рискуете закрыть его раньше срока и ваши проценты со вклада достанутся банку. <br/><br/>По бесплатному номеру банка не дозвонишься, а ответ от службы поддержки занимает неделю. Такое впечатление как-будто у них там специальный человек печатает электронные письма и отправляет в бумажном виде по почте в центр и в обратном порядке присылает ответ.
						</br></br></div>"
