,Unnamed: 0,rating,header,review
397,1,Оценка:1Не засчитана,"банк, который не умеет считать и которому вы будете должны.. завтра", счетовод взять задний число пересчитать выплатить кэшбек валютный карта платить свой время чётко цб день выплата жизнь такой стать скучный решить выставить народ бабка задний число такой ситуация массовый насколько задний полгода общий это банчок быть уверить человек считать уметь люба момент мочь взять столько деньга насколько уметь считать закрытие тариф решить покормить свой клиент молодец 
398,1,Оценка:1Проверяется,"Интернет-банк, техподдержка - это тихий ужас", основный боль банк месяц починить настройка включение возможность перевод платёж система быстрый платёж техподдержка божиться приехать офис обязательно включить возможность приезжать сотрудник просто пожимать плечо говорят сделать мочь нужно оставлять заявка устранение неисправность заявка висеть около месяц продвижение вообще никакой хотеть отметить целое работа ипотечный кредит оставлять желать хороший информация заявка мобильный приложение частичный досрочный погашение расходиться действительность приходиться несколько приезжать офис уточнение информация 
399,1,Оценка:1Проверяется,Банк не выполняет списание средств по заявлению на досрочное погашение ипотеки, дата списание ежемесячный платёж ипотека россельхозбанк выполнить списание средство размер тысяча рубль мой заявление досрочный погашение кредит оформить мобильный приложение заявление принять исполнить деньга остаться счёт ситуация происходить два последний полгода проблема ухудшаться дата досрочный погашение назначить месяц дата списание основный платёж расценивать действие сторона банк умышленно недобросовестный обращение техподдержка состояние сегодня проблема решить прошлое случай 
400,5,Оценка:5Проверяется,Волшебное кольцо, добрый день хотеться отметить достижение россельхзозбанк план внедрение инновация повседневный жизнь город абакан далёкий москва метро менее сотрудник рсхб вопреки закостенелость наш население особенно дальний город переставать удивлять свой клиент очень крутой фишка сам абакан бывать часто работа получиться зп карта оставить дом красноярск километр впереди командировка два неделя абакан деньга перспектива общий обратиться офис успокоить сказать новый карта получить сразу упомянуть какой кольцо сначала предать значение стать шибко интересно оказываться волшебный кольцо который расчитываться магазин плюс оно вполне стильно смотреться поменять карта кольцо очень довольный выбор очень круто сей пора производить впечатление кассир разный город спасибо рсхб крутой 
401,5,Оценка:5Проверяется,Благодарность, июнь год припарковать машина красноармейский проспект увидеть ряд новый офис россельхозбанк зайти любопытство сильно удивить великолепный стильный оформление это наверное хороший банковский офис город тула сотрудник банка сразу обратить внимание доброжелательно поздороваться уточнить цель визит ответить раз наш обслуживаться россельхозбанк сотрудник полина рассказать вклад кредит россельхозбанк приятно удивить тариф особенно привлекательный показаться условие вклад замечательный россельхозбанк начать открывать прекрасный офис обслуживание предлагать отличный продукт свой клиент обязательно откроить вклад офис 
402,2,Оценка:2Проверяется,Прошу разобраться!, добрый день просить разобраться произвести пересчёт сумма процент ипотека том учесть досрочный погашение обращаться это вопрос отделение банка получить объяснение пересчёт график платёж видно сумма ипотека рубль оформить досрочный погашение рубль основный долг оформить досрочный погашение рубль основный долг оформить досрочный погашение рубль основный долг оформить досрочный погашение рубль основный долг сумма ипотека рубль погашение основный долг увидеть уменьшение сумма связь уменьшение основный долг ждать официальный ответ мочь выслать подтверждение график платёж заявление досрочный погашение приходный кассовый ордер 
403,1,Оценка:1Проверяется,Пропал остаток собственных средств на кредитной карте, пользоваться кредитный карта хозяин март пока закончиться срок действие карта том проживать регион отличный регион получение карта оперативно перевыпустить получить карта смочь учитывать текущий ситуация пандемия смочь посетить регион получение карта июль карта оставаться остаток собственный денежный средство размер около р который июнь почему перестать отображаться интернет банка также возможность оформить перевыпуск карта март звонить колл центр банка уточнять пропасть мой далее счёт карта смочь дальнейший перевыпустить карта ответ сообщить далее пропасть карта смочь перевыпустить просьба представитель банка ответить пара вопрос подтвердить информация предоставить колл центр пропасть отображение остаток собственный средство счёт карта интернет банка смочь снять получить свой собственный далее смочь июль перевыпустить получить кредитный карта хозяин условие который 
404,5,Оценка:5Проверяется,Понятная консультация, здравствовать недавно испытать трудность перевод свой карта деньга хотеть сделать подарок день рождение сын который учиться друг город хотеть сделать перевод комиссия система быстрый платёж смочь разобраться мобильный приложение банка найти немой кнопка сделать перевод система разобраться зайти отделение россельхозбанк который просто находиться ряд мой дом улица пушкин сотрудница имя сардать никифоров очередь быстро показать объяснить делаться перевод система быстрый платёж предложить оформить карта россельхозбанк показать работать приложение телефон который сделать перевод оказываться намного лёгкий банка который обслуживаться помочь быстро оформить заявление открытие карта россельхозбанк объяснить уведомить заявление организация работать смена карта перечисление зарплата быстро понятно человеческий язык удивлённый зайти клиент просить помочь карта другой банка равно помогать год вилюйск фёдоров анатолий 
405,5,Оценка:5Проверяется,Снятие обременения после досрочного погашения ипотеки, россельхозбанк ипотека получиться погасить прямо период пандемия думать закладная вообще получить благодаря специалист кушнир анне фрунзе закладная выдать первое требование снятой обременение посещение мфц банк проявить гибкость снять обременение период пандемия мой посещение удивить индивидуальный подход клиент очень просить банк отметить данный сотрудник 
406,5,Оценка:5Проверяется,БЛАГОДАРНОСТЬ РОССЕЛЬХОЗБАНКУ, наш семейный бизнес ип киряк ю заниматься продажа цветок канун новое год поступить интересный предложение сотрудничество фирма нидерланды заключить договор год срочно нужно решать вопрос валютный перевод оплата поставщик рекомендация знакомый обратиться год управлять отделение банка ао россельхозбанк год елизово ул беринг ольга василий выслушать мой проблема проконсультировать день подать заявка открытие рублёвый валютный счёт менеджер банка джасимов наш год год проблема оплата зарубежный поставщик решить выражать огромный благодарность сотрудник банка ао россельхозбанк год елизово ул беринг опперативность концультация улыбка сотрудничество отдельный спасибо джасимов наш год быстрый решение проблема клиент сотрудничество высокий уровень 
407,1,Оценка:1Проверяется,Ужас и ложь от РСХБ, сегодня период время неоднократно пытаться лк иб перевести свой средство расходный пополнять вклад карта попытка закончиться отказ ошибка технический ошибка сведение передать технический служба попробовать поздний несколько звонить кц ответ кц проводиться регламентный работа информация разместить сайт работать сайт информация регламентный работа перечислить подразделение который быть ограничение операция подразделение мой регион москва информация отсутствовать том москва должный доступный операция оставить претензия причём операционист кц долго отказываться принять претензия ответ день проблема решить общаться гл оператор дмитрий екатерина др работать просить ответить вопрос почему невозможно провести операция иб регион москва подразделение регион москва отсутствовать информация регламентный работа почему невозможно провести операция указанный время окончание работа результат подобный действие банка мочь воспользоваться собственный средство это необходимый складываться впечатление рсхб издеваться клиент 
408,5,Оценка:5Проверяется,Благодарность, добрый день хотеть поблагодарить сотрудник банка россельхозбанк адрес год челябинск комсомольский начало май зайти необходимость забрать карта сотрудник марин фамилия помнить очень предложить оформить страховка клещ сезон семья часто выезжать природа решить оформить цена большой рубль действовать целый год марин очень мила быстро оформить поехать семья выходной природа случиться беда поймать клещ дать программа принять ближний больница город миасс сделать прививка совершенно бесплатно знаете цена прививка минимум рубль ещё хотеть поблагодарить марин профессионализм такой предложение понедельник отправить муж оформлять стараховка 
409,1,Оценка:1Проверяется,Навязанный сертификат на юридическую помощь и неизвестный полюс, здравствовать взять кредит рефинансирование рубль страхование заключение кредитный договор менеджер сказать страхование стоить рубль копа самый дело анализ выписка свой банковский счёт обнаружить пришлый банковский карта стоимость аккредитив составлять рубль рубль оплата сертификат нс вип рубль списать мой счёт оплата сертификат оп оказание юридический помощь согласие приобретение который давать вообще знать наличие выписка счёт готовый предоставить также списать рубль оплата полис мм приобретение который давать вообще знать наличие понятие иметь это полис договор слово указать такой образ заключение кредитный договор менеджер намеренно ввести заблуждение относительно природа сделка результат понести лишний ненужный расход размер рубль уважаемый банк очень хотеть получить ваш анализ дать ситуация комментарий дать вопрос также возврат денежный средство противный случай намеренный направить заявление следующий инстанция заявление федеральный антимонопольный служба просьба провести проверка ао россельхозбанк предмет принуждение заключение договор навязывание дополнительный услуга заявление роспотребнадзор нарушение право потребитель отношение услуга оказывать ао россельхозбанк заявление центральный банк рф прокуратура рф просьба провести проверка факт относиться заключение ипотечный договор страхование саратовский филиал ао россельхозбанк цель выявление подобный аналогичный случай нарушение банк федеральный законодательство исковый заявление судебный орган признание указанный сделка недействительный возврат денежный средство взыскание ао россельхозбанк процент незаконный пользование чужое денежный средство исковый заявление судебный орган взыскание ао россельхозбанк моральный вред соответствие ст закон рф защита право потребитель заявление я подготовить лишь ждать банка официальный ответ мой вопрос 
410,1,Оценка:1Проверяется,Не смогли открыть вклад, обратиться отделение метр ясеневый сегодня открыть вклад отец пенсионер вклад юбилейный который рекламироваться ваш сайт вклад никто сотрудник оформить смочь продержать полчаса результат распечаль анкета дать заполнять поинтересоваться вклад сегодня оформить ответ извинение вклад оформить смочь управлять сотрудник оформление доступ управлять понедельник предложить прийти понедельник управлять место отец плохо ходить артроз дожена ехать туда косяк ваш система давать доступ сотрудник почему сайт указаывать свой реклама вклад управлять оформить почему сотрудник сразу сказать смочь оформить сидеть полчаса давно являться ваш клиент такой ранний сталкиваться итог вклад оформить потерять куча время отец больной нога ездить зря качество решение проблема предложить приехать это вообще никто ваш банк порекомендовать такой отношение клиент реклама ваш недобросовестный вклад повышенный процент оформить 
411,5,Оценка:5Проверяется,Благодарность, добрый день хотеть оставить отзыв благодарность обслуживание филиал россельхозбанк расположить кызылский кожуун посёлок гордский тип каа хем мама том мама год сопровождать посещать филиал счёт потребительский кредит вообще вопрос обслужить специалист кредитный отдел спешка максимально вежливый доходчиво объяснить продукт предлагать банк очень довольный спасибо такой приятный обслуживание 
412,5,Оценка:5Проверяется,"Предложение, от которого невозможно отказаться!", клиент россельхозбанк зарплатный проект кредит остаться втб прошлое зарплатный проект россельхозбанк обращаться коллега работа взять кредит одобрение прошлый быстро ставка просто огонь это удивительно кажется такой ставка нигде расхвалить кредит россельхозбанк сказать проконсультироваться июнь решиться пойти консультация ул дальний один офис шикарный стильный красивый уютный персонал очень приветливый менеджер рассказать мочь рефинансировать свой старое кредит честь летие банка действовать специальный предложение ставка срок взять год такой ещё нигде слышать удивить кредит втб ставка очень понравиться остаться довольный обслуживание сам предложение который невозможно отказаться июнь подать заявка очень это рада спасибо россельхозбанк 
413,2,Оценка:2Проверяется,Визит в Россельхозбанк для заявки на ипотеку Омск, оставить сайт заявка ипотека я связаться менеджер контакт центр записать приём банк суббота июнь отделение маяковский квартира продажа стоить подать заявка ипотека нужно срочно итог отделение июнь работать менеджер отделение удосужиться позвонить сказать хотя приглашение встреча почта пришлый раз дверь отделение написать ближний офис обращение который работать суббота это маркс еда туда выясняться ипотека суббота работать ваш запись контакт центр действительный живой очередь это клиенториентированность вопрос мочь подать документ ипотека работать понедельник пятница итог потерянный время 
414,2,Оценка:2Проверяется,СБП не работает на прием, мой мама рсхб вклад карта приложение включить переключатель получать перевод номер телефон клиент другой банк счёт зачисление указанный карточный день прошлый момент настройка несколько пробовать перевести деньга разный банк постоянно видеть надпись клиент номер банка найти дело факт сбп приём работать вообще приложение очень долго думать старомодный часто появляться ошибка попытка настроить например сменить счёт зачисление чат вопрос запрятать путеводитель найти это ладный главный сбп работать 
415,1,Оценка:1Проблема решена,Не провели полное досрочное погашение ипотеки, вчера оставить заявление отделение рсхб год краснодар ул красный полный досрочный погашение ипотека сегодня должный пройти операция списать ежемесячный платёж видеть мобильный приложение дата гашение указать вместо сразу это обратить внимание вечером решить проверить дело списание увидеть это вообще корявый заполнить дать горячий линия банка смочь внятно сказать ничто помочь направить банк делать неужели халатность глупость сотрудник банка должный ещё месяц ждать платить процент рефинансироваться друг банка платёж мочь списать средство нормальный деньга полный объём счёт заявление принять сказать дата очередной платёж том е сегодня списать погасить понедельник смочь забрать закладная идти мфц снятие обременение завтра утро поехать банк разбираться почему уверить рука смочь развести это собираться оставлять платить быть дополнительно это вино уметь работать ещё сначала начать формировать заявление потребительский кредит ипотека спросить залоговый опомниться ой оказываться ипотека неужели система видно далее сумма который должный счёт смочь нормальный посчитать начать говорить примерно давать столько столько давать сколько говорить основание цифра говорить видеть сколько нужно довнести девочка глаз хлопать это вообще такой ещё карта раскинуть сумма узнать итог сумма счёт достаточный гашение основный долг процент списать тупо ежемесячный платёж создание заявление сотрудница банка трудиться управлять оператор оператор менеджер понять несколько переспросить точно завтра пройти списание заверить управлять взять мой дать точно понедельник проверить сообщить итог отлично это самый ужасный банк этот ситуация один проблемный самый критичный поэтому выдержать писать никто советовать банк враг свой пожелать 
416,1,Оценка:1Проверяется,"Идите туда, где карту получали", россельхозбанк работодатель оформить зарплатный карта место работа находиться город посёлок городской тип рамонь ездить каждый день корпоративный транспорт рамонь филиал россельхозбанк выдать мой карта логично момент какой время уволиться компания стать работать воронеж который рамонь около километр зарплатный карта продолжить использовать время купить пиф россельхозбанк открыть накопительный счёт являться активный пользователь услуга данный банка новый работодатель оформить зарплатный карта друг банка собираться продолжать пользоваться карта россельхозбанк переводить часть средство она срок действие мой карта россельхозбанк походить конец выясниться россельхоз перевыпустить её порадовать прийти офис банка воронеж узнать получить новый карта сказать новый карта выпустить старый рамонь забрать её спросить возможность передать её филиал один банка ответить один филиал карта перевезти мочь самый сказать потелефон линия поддержка забрать карта возможность дать круг километр честно сказать желание банка новый зарплатный карта накопительный счёт похожий условие пиф зарплата падать она простой дом перевести средство новый банк закрыть счёт россельхоз весь этот история забавный банка бесконтактныебанковский карта онлайн сервис поддержка телефон смс уведомление услуга брокер весь спектр современный высокотехнологичный услуга выход говорят идти туда карта получать это век 
417,5,Оценка:5Проверяется,Благодарность, хотеть выразить благодарность першина татьяна специалист россельхозбанк очень грамотный специалист обратиться услуга оформление вклад отделение бела калитва получить ответ вопрос очень доброжелательный спасибо такой приятный обслуживание являться постоянный клиент рекомендовать весь знакомый 
418,1,Оценка:1Проверяется,Белореченск, время пользование банковский карта накопить тысяча балл решить воспользоваться услуга программа лояльность урожай пытаться заказать товар предоставить каталог сначала удаваться забить адрес программа выдавать ошибка это пытаться забивать разный адрес многочисленный попытка прошествие полгода повторить попытка адрес появиться анкета товар удачно заказать пришлый смс уведомление отправка товар день сюрприз отмена заказ причина отсутствие товар пытаться заказать другой товар результат сегодня отчаяться позвонить служба поддержка сказать мочь решить мой проблема участвовать рассылка товар поэтому совет программа лохотрон потеря время вера бонус спасибо сбербанк действительно работать 
419,5,Оценка:5Проверяется,Спасибо за внимательное отношение и помощь в оформлении сельской ипотеки, обратиться отделение иглиный республика башкортостан вопрос оформление сельский ипотека льготный ставка конец апрель год день обращение получить одобрение начать собирать необходимый документ чуткий руководство плата вой литр смочь довести начать дело ипотека конец итог стать обладатель свой дом персонал отделение банка снабжать необходимый исчерпывающий информация оперативно помогать решение вопрос говорить спасибо ваш работа 
420,1,Оценка:1Проверяется,Ужасная сделка, добрый день конец май оформлять сделка сельский ипотека цик московский проспект год воронеж сделка пройти быстро менеджер отвечать вопрос никакой сомнение приобретение именно продукт данный банка возникнуть электронный регистрация застройщик инстеп пройти успешно представитель застройщик отправить раскрывать аккредитив банк начаться приносить весь пакет документ подтверждение регистрация собственность спрашивать требоваться идти домой расписаться нигде попросить ок сотрудник видный проходить неделя застройщик бить тревога деньга приходить сотрудник банка говорят сходить забрать справка никак аккредитив раскрыть чтожий бег забирать справка застройщик отсутствие задолженность коммуналка никто прописать интересно ипотека выдавать брать справка нести банк спрашивать аккредитив никак раскрыть посмотреть достаточно нужно девушка ипотечный отдел посмотреть покрутить справка говорить заходить программа спросить коллега отзваниваться банк принести спокойный душа идти работа звонок неделя банк справка принести администрация новоусманский район площадь квартира такой неужели требование россельхозбанк документ сразу сделка собрать брать выходной еда справка отстоять очередь получить желанный документ еда банк спрашивать это даааа сегодня звонить справка новоусманский администрация нужный дом снос серьёзно аккредитация застройщик проводить позиция дом видеть дом полгода сдать снос нужный этот справка почему сразу сказать собрать справка приносить такой впечатление сам знать нужно справка крепить смотреть принять документ центральный офис доработка выставить запросить один справка застройщик сегодня грозиться аннулировать сделка ремонт делать предоплата тысяча отдать закупить материал требовать разобраться ситуация это просто кошмар месяц сделка пройти платёж ежемесячный проплатить заёмщик кулькина владимир анатолий год р 
421,5,Оценка:5Проверяется,"Самый лучший банк,грамотный и доброжелательный персонал!", июнь обратиться отделение россельхозбанк ул александро заводский нужно срочно внести денежный средство очередной платёж кредит мой супруга сожаление данный время находиться стационар прийтись взять себя наш годовалый сын операционный зал ожидать несколько человек хотеть отметить сотрудник никифоров анастасий заметить ребёнок рука сразу пригласить очередь прежде спросить стоящий человек который ожидание вызов против быть пропустить вперёд голос улыбаться момент очень удивлённый доброта вежливость понимание заслуживать внимание профессионализм данный сотрудник человеческий качество обслужить очень быстро артёмкий который хотеть закапризничать получить сотрудник конфета подарёный самый добрый милый улыбка ещё ласковый слово быстро успокоиться хотеть выразить огромный благодарность сотрудник данный отделение чуткость внимание свой клиент ваш грамотный действие решение искринний желать огромный терпение выдержка разный знаете кома подходить обращаться большой респект большой такой человек также огромный спасибо руководство хороший грамотный вежливый сотрудник такой очень редко встречаться молодец 
422,1,Оценка:1Проверяется,Это жесть!!!! Не обращайтесь в этот банк, обратиться банк рефинансирование кредит сумма заявка рассматривать хватать документ сотрудник банка связаться прийтись идти самый отделение узнавать случиться оказываться документ хватать ещё срок указанный год программа проходить банк передел год типо решить внимание одобрить сумма прорефенансировать кредит сумма миллион тысяча ужас побывать отделение понять один такой 
423,5,Оценка:5Проверяется,Благодарность сотруднику, год являться клиент россельхозбанк пользоваться пластиковый карта периодически посещать офис год вологда ул батюшкова далее иной вопрос сотрудник отделение любезный подсказать решение мой вопрос июнь год обратиться очередной том накопиться определённый сумма денежный средство хотеть разместить процент старший менеджер операционист муравина ольга рассказать вклад вариант сразу исключить слишком низкий процентный ставка предложить разместить денежный средство исж подробно рассказать условие преимущество выгода процент согласиться это предложение хотеть выразить благодарность муравина ольга ответственный подход работа клиент поиск максимально выгодный интересный предложение клиент ува соколов сергей сергей 
424,5,Оценка:5Проверяется,Помощь сотрудника, обратиться россельхозбанк адрес калинин далее возникнуть трудность обслуживание банковский карта пластиковый карта читаться банкомат возвращать взять талон электронный очередь пригласить сотрудник адамов елена елена доброжелательно поприветствовать выслушать проверить информация программа озвучить информация я ввести неверный пин код предложить осуществить смена пин код касса мобильный приложение рассказать стоимость смена операция я принять решение осуществить данный операция мобильный приложение сотрудник любезно помочь осуществить смена пин код завершение операция рассказать возможность снизить ставка кредит предложить оформить предварительный заявка данный момент собирать документ необходимый рефинансирование обязательно повторно обратиться дать сотрудник хотеть сказать спасибо адамов елена профессионализм пожелать успех дальнейший работа 
